UniqueID,Residence,Education,HouseHeadSex,Age,NumChild,WealthIndexOriginal,WealthIndex
3200,Rural,Incomplete Primary,Male,39,7,-29485,183858
3201,Rural,Incomplete Primary,Male,31,4,-48323,165020
3202,Rural,No Education,Male,36,2,-54797,158546
3203,Rural,No Education,Male,48,6,-42629,170714
3204,Rural,Incomplete Primary,Male,15,0,-54843,158500
3205,Rural,Incomplete Primary,Male,47,8,-49420,163923
3206,Rural,No Education,Male,33,4,-52466,160877
3207,Rural,Incomplete Primary,Male,15,0,-53794,159549
3208,Rural,No Education,Male,38,5,-37496,175847
3209,Rural,No Education,Male,37,6,-60470,152873
3210,Rural,Incomplete Primary,Male,15,0,-60470,152873
3211,Rural,Incomplete Primary,Male,41,4,-34628,178715
3212,Rural,No Education,Male,41,4,-61793,151550
3213,Rural,Incomplete Primary,Male,20,0,-40869,172474
3214,Rural,Incomplete Primary,Male,17,0,-40869,172474
3215,Rural,No Education,Female,41,3,-63220,150123
3216,Rural,No Education,Male,30,4,-29807,183536
3217,Rural,No Education,Male,32,3,-61238,152105
3218,Rural,No Education,Male,42,7,-30066,183277
3219,Rural,Incomplete Primary,Male,21,0,-61463,151880
3220,Rural,No Education,Female,46,4,-63770,149573
3221,Rural,Incomplete Primary,Female,15,0,-63770,149573
3222,Urban,Incomplete Primary,Male,20,1,82876,296219
3223,Urban,Incomplete Secondary,Male,18,1,84441,297784
3224,Urban,No Education,Male,17,0,205337,418680
3225,Urban,Incomplete Primary,Female,27,2,178635,391978
3226,Urban,Higher,Female,32,1,116563,329906
3227,Urban,Complete Primary,Female,37,2,131599,344942
3228,Urban,Incomplete Primary,Male,28,2,90078,303421
3229,Urban,Incomplete Primary,Male,15,0,90078,303421
3230,Urban,Incomplete Secondary,Male,28,3,168798,382141
3231,Urban,Higher,Male,49,0,198679,412022
3232,Urban,Incomplete Secondary,Male,18,0,149717,363060
3233,Urban,Incomplete Primary,Male,19,1,105518,318861
3234,Urban,Incomplete Secondary,Male,40,3,169875,383218
3235,Urban,Higher,Male,24,0,169875,383218
3236,Urban,Incomplete Secondary,Male,16,0,169875,383218
3237,Rural,No Education,Male,28,4,-93244,120099
3238,Rural,No Education,Male,23,3,-86855,126488
3239,Rural,No Education,Male,43,5,-105722,107621
3240,Rural,Complete Primary,Male,20,0,-105722,107621
3241,Rural,Incomplete Primary,Male,15,0,-105722,107621
3242,Rural,No Education,Male,20,2,-76329,137014
3243,Rural,No Education,Male,37,3,-93882,119461
3244,Rural,No Education,Female,31,4,-108433,104910
3245,Rural,Incomplete Primary,Male,17,0,-93192,120151
3246,Rural,Incomplete Primary,Male,25,1,-90877,122466
3247,Rural,Incomplete Primary,Male,22,2,-99737,113606
3248,Rural,No Education,Female,32,5,-112518,100825
3249,Rural,No Education,Female,45,6,-93619,119724
3250,Rural,Incomplete Secondary,Male,17,0,-97576,115767
3251,Rural,No Education,Male,27,3,-69497,143846
3252,Rural,No Education,Male,40,7,-68534,144809
3253,Rural,No Education,Male,25,2,-115513,97830
3254,Rural,No Education,Female,25,0,-107454,105889
3255,Rural,No Education,Male,20,2,-111579,101764
3256,Rural,No Education,Male,20,1,-90448,122895
3257,Rural,Incomplete Primary,Female,18,1,-60663,152680
3258,Rural,Incomplete Primary,Female,15,0,-60663,152680
3259,Rural,Incomplete Primary,Male,31,3,-39268,174075
3260,Rural,No Education,Male,28,4,-98816,114527
3261,Rural,No Education,Male,24,5,-71235,142108
3262,Rural,No Education,Male,20,3,-88895,124448
3263,Rural,No Education,Male,30,5,-73217,140126
3264,Rural,No Education,Female,39,7,-100230,113113
3265,Rural,No Education,Female,19,0,-100230,113113
3266,Rural,No Education,Female,20,1,-100230,113113
3267,Rural,No Education,Female,37,9,-85077,128266
3268,Rural,Incomplete Secondary,Female,18,0,-85077,128266
3269,Rural,No Education,Female,16,0,-85077,128266
3270,Rural,No Education,Male,26,2,-80604,132739
3271,Rural,No Education,Female,20,2,-86933,126410
3272,Rural,Incomplete Primary,Female,20,0,-102225,111118
3273,Rural,No Education,Male,28,3,-76067,137276
3274,Rural,No Education,Male,20,0,-65886,147457
3275,Rural,No Education,Male,38,3,-76546,136797
3276,Rural,No Education,Male,21,3,-105152,108191
3277,Rural,No Education,Female,35,8,-62592,150751
3278,Rural,No Education,Female,17,1,-101761,111582
3279,Rural,No Education,Male,48,3,-83739,129604
3280,Rural,Incomplete Primary,Male,23,2,-83739,129604
3281,Rural,Incomplete Primary,Male,25,6,17140,230483
3282,Rural,No Education,Male,20,1,-67832,145511
3283,Rural,No Education,Male,25,5,-86841,126502
3284,Rural,No Education,Male,40,5,-37896,175447
3285,Rural,No Education,Female,38,5,-54530,158813
3286,Rural,Incomplete Primary,Female,17,0,-54530,158813
3287,Rural,Incomplete Primary,Female,24,1,-56905,156438
3288,Rural,No Education,Male,19,1,-65328,148015
3289,Rural,No Education,Female,30,2,-41675,171668
3290,Rural,No Education,Male,36,3,-33520,179823
3291,Rural,No Education,Male,22,1,-44637,168706
3292,Rural,Incomplete Primary,Female,15,0,-39047,174296
3293,Rural,No Education,Female,44,3,-37118,176225
3294,Rural,Incomplete Primary,Female,40,1,-44400,168943
3295,Rural,Incomplete Secondary,Male,17,0,-49720,163623
3296,Rural,No Education,Male,31,3,-13138,200205
3297,Rural,Incomplete Secondary,Female,24,1,-36702,176641
3298,Rural,No Education,Female,40,3,-34308,179035
3299,Rural,Complete Primary,Male,19,0,-27945,185398
3300,Rural,Incomplete Secondary,Male,21,1,1758,215101
3301,Rural,No Education,Male,36,2,-44694,168649
3302,Rural,Incomplete Secondary,Female,21,2,13487,226830
3303,Rural,No Education,Female,24,1,-50408,162935
3304,Rural,Incomplete Primary,Male,18,0,-29285,184058
3305,Rural,Complete Primary,Female,19,0,-37293,176050
3306,Rural,No Education,Male,35,7,-29256,184087
3307,Rural,No Education,Female,45,7,-15552,197791
3308,Rural,Incomplete Primary,Male,38,5,-24345,188998
3309,Rural,No Education,Male,22,2,-43733,169610
3310,Rural,No Education,Female,32,5,-45861,167482
3311,Rural,Incomplete Primary,Male,42,7,-44640,168703
3312,Rural,Incomplete Secondary,Male,18,0,-44640,168703
3313,Rural,No Education,Male,30,5,-33077,180266
3314,Rural,Incomplete Secondary,Female,18,0,-26518,186825
3315,Rural,Higher,Female,30,1,-41454,171889
3316,Rural,No Education,Male,35,5,-28048,185295
3317,Rural,Incomplete Primary,Male,35,6,-28646,184697
3318,Rural,Incomplete Primary,Male,15,0,-28530,184813
3319,Rural,No Education,Male,40,5,-27178,186165
3320,Rural,Incomplete Primary,Male,16,0,-27178,186165
3321,Rural,Higher,Male,24,1,-4234,209109
3322,Rural,Higher,Female,23,0,-27590,185753
3323,Rural,Incomplete Primary,Male,24,2,-37598,175745
3324,Rural,No Education,Male,24,3,-67553,145790
3325,Rural,No Education,Male,23,5,-79306,134037
3326,Rural,No Education,Female,19,1,-65574,147769
3327,Rural,No Education,Male,30,7,-86204,127139
3328,Rural,No Education,Female,20,0,-77575,135768
3329,Rural,No Education,Male,41,4,-85220,128123
3330,Rural,No Education,Female,15,0,-65096,148247
3331,Rural,No Education,Male,25,3,-76477,136866
3332,Rural,No Education,Female,49,2,-70158,143185
3333,Rural,No Education,Male,30,4,-66449,146894
3334,Rural,No Education,Male,45,4,-81036,132307
3335,Rural,No Education,Female,25,3,-78894,134449
3336,Rural,No Education,Male,18,0,-73503,139840
3337,Rural,No Education,Male,29,6,-56900,156443
3338,Rural,Incomplete Primary,Male,20,1,-56124,157219
3339,Rural,No Education,Female,45,4,-62646,150697
3340,Rural,No Education,Female,49,6,-79531,133812
3341,Rural,No Education,Male,27,5,-56879,156464
3342,Rural,Incomplete Primary,Male,30,2,-83171,130172
3343,Rural,No Education,Male,30,5,-54827,158516
3344,Rural,No Education,Male,19,1,-42992,170351
3345,Rural,Incomplete Primary,Male,38,7,-57951,155392
3346,Rural,No Education,Male,18,0,-47630,165713
3347,Rural,Incomplete Primary,Male,16,0,-53542,159801
3348,Rural,No Education,Male,28,4,-47629,165714
3349,Rural,No Education,Male,21,1,-58558,154785
3350,Rural,No Education,Male,44,8,-53154,160189
3351,Rural,Incomplete Primary,Male,18,0,-53154,160189
3352,Rural,No Education,Male,44,7,-66975,146368
3353,Rural,No Education,Male,41,7,-32368,180975
3354,Rural,No Education,Male,28,4,-57852,155491
3355,Rural,No Education,Male,36,5,-51837,161506
3356,Rural,No Education,Female,27,5,-37298,176045
3357,Rural,No Education,Male,15,0,-63933,149410
3358,Rural,Incomplete Primary,Female,19,0,-24700,188643
3359,Rural,No Education,Male,27,4,-77633,135710
3360,Rural,No Education,Male,29,3,-44835,168508
3361,Rural,No Education,Male,38,7,-91751,121592
3362,Urban,Incomplete Secondary,Female,42,5,170011,383354
3363,Urban,Incomplete Secondary,Female,26,1,170011,383354
3364,Urban,Incomplete Secondary,Female,17,0,170011,383354
3365,Urban,Incomplete Primary,Female,45,1,88745,302088
3366,Urban,Incomplete Primary,Male,29,0,180199,393542
3367,Urban,Incomplete Secondary,Female,42,3,192819,406162
3368,Urban,Higher,Female,24,0,192819,406162
3369,Urban,Incomplete Primary,Male,22,1,162762,376105
3370,Urban,Complete Secondary,Male,47,3,134267,347610
3371,Urban,Incomplete Secondary,Male,37,2,232989,446332
3372,Urban,Incomplete Secondary,Male,15,0,232989,446332
3373,Urban,Incomplete Primary,Male,26,0,232989,446332
3374,Urban,Incomplete Primary,Male,16,0,232989,446332
3375,Urban,Incomplete Primary,Male,17,0,232989,446332
3376,Urban,Higher,Male,26,1,232989,446332
3377,Urban,Incomplete Secondary,Male,29,4,181395,394738
3378,Urban,Incomplete Primary,Male,18,0,181395,394738
3379,Urban,Incomplete Primary,Female,42,3,200867,414210
3380,Urban,No Education,Female,25,2,200867,414210
3381,Urban,Incomplete Primary,Female,15,0,200867,414210
3382,Urban,Incomplete Secondary,Female,17,0,187594,400937
3383,Urban,Incomplete Primary,Male,26,1,189194,402537
3384,Urban,Incomplete Primary,Male,47,2,187382,400725
3385,Urban,Higher,Male,42,2,278010,491353
3386,Urban,Higher,Male,26,1,149496,362839
3387,Urban,Complete Primary,Male,23,1,47875,261218
3388,Urban,Higher,Male,44,4,254095,467438
3389,Urban,Incomplete Secondary,Male,17,0,254095,467438
3390,Urban,Complete Secondary,Male,44,3,185195,398538
3391,Urban,Incomplete Secondary,Male,27,0,238405,451748
3392,Urban,Incomplete Secondary,Male,18,0,172588,385931
3393,Rural,No Education,Male,29,2,-51605,161738
3394,Rural,Incomplete Primary,Female,28,2,-35219,178124
3395,Rural,No Education,Male,30,4,-51139,162204
3396,Rural,Incomplete Primary,Male,30,5,-21185,192158
3397,Rural,No Education,Male,33,4,-30204,183139
3398,Rural,No Education,Female,29,4,-43890,169453
3399,Rural,No Education,Male,28,3,-46208,167135
3400,Rural,No Education,Female,23,0,-64632,148711
3401,Rural,Incomplete Primary,Female,20,0,-32536,180807
3402,Rural,No Education,Male,31,6,-7157,206186
3403,Rural,Incomplete Primary,Male,16,0,-7157,206186
3404,Rural,No Education,Female,35,2,-72632,140711
3405,Rural,No Education,Female,30,5,-532,212811
3406,Rural,No Education,Male,30,2,-49962,163381
3407,Rural,No Education,Male,28,4,-33271,180072
3408,Rural,No Education,Male,25,3,-54811,158532
3409,Rural,Incomplete Primary,Male,21,2,-7219,206124
3410,Rural,No Education,Male,34,5,-34887,178456
3411,Rural,No Education,Male,46,5,-17919,195424
3412,Rural,No Education,Male,45,6,-29042,184301
3413,Rural,Incomplete Primary,Male,18,0,-29042,184301
3414,Rural,No Education,Female,24,2,-43706,169637
3415,Rural,Incomplete Primary,Male,20,2,-25451,187892
3416,Rural,Complete Primary,Male,21,1,-43076,170267
3417,Rural,No Education,Male,36,5,-46467,166876
3418,Rural,No Education,Male,33,8,-51994,161349
3419,Rural,No Education,Female,46,8,-29325,184018
3420,Rural,No Education,Male,40,5,-20191,193152
3421,Rural,No Education,Female,35,5,-42683,170660
3422,Rural,No Education,Male,36,5,-54682,158661
3423,Rural,No Education,Male,48,4,-14209,199134
3424,Rural,No Education,Male,29,5,-40730,172613
3425,Rural,No Education,Male,28,4,-22308,191035
3426,Rural,No Education,Female,36,6,-38070,175273
3427,Rural,No Education,Female,30,3,-71412,141931
3428,Rural,No Education,Male,39,6,-57692,155651
3429,Rural,No Education,Male,46,8,-29949,183394
3430,Rural,Incomplete Primary,Male,18,0,-29949,183394
3431,Rural,Incomplete Primary,Male,30,7,-17723,195620
3432,Rural,Incomplete Primary,Male,18,0,-30422,182921
3433,Rural,No Education,Male,30,1,-40046,173297
3434,Rural,No Education,Male,31,6,-14619,198724
3435,Rural,Incomplete Primary,Female,15,0,-52022,161321
3436,Rural,Incomplete Primary,Male,20,0,-18979,194364
3437,Rural,No Education,Female,48,2,-29878,183465
3438,Rural,No Education,Male,25,2,-8999,204344
3439,Rural,No Education,Male,32,5,-65289,148054
3440,Rural,Incomplete Primary,Male,20,0,-55733,157610
3441,Rural,No Education,Male,39,7,-62015,151328
3442,Rural,No Education,Male,18,0,-62015,151328
3443,Rural,No Education,Female,48,5,-28148,185195
3444,Rural,No Education,Male,48,8,-52326,161017
3445,Rural,No Education,Male,32,0,-50239,163104
3446,Rural,Incomplete Primary,Male,15,0,-50239,163104
3447,Rural,No Education,Male,48,0,-50239,163104
3448,Rural,No Education,Male,20,1,-49231,164112
3449,Rural,No Education,Male,22,1,-62120,151223
3450,Rural,No Education,Male,36,7,-61964,151379
3451,Rural,No Education,Female,46,2,-45438,167905
3452,Rural,No Education,Male,35,1,-54233,159110
3453,Rural,No Education,Male,35,3,-49796,163547
3454,Rural,No Education,Male,30,4,-47101,166242
3455,Rural,No Education,Female,34,4,-55004,158339
3456,Rural,No Education,Female,15,0,-55004,158339
3457,Rural,No Education,Female,18,0,-77149,136194
3458,Rural,No Education,Male,35,3,-18397,194946
3459,Rural,Incomplete Primary,Male,32,2,-74913,138430
3460,Rural,No Education,Male,25,2,-65604,147739
3461,Rural,Incomplete Primary,Male,20,0,-23034,190309
3462,Rural,Complete Primary,Male,16,0,-23034,190309
3463,Urban,Incomplete Primary,Female,29,0,78058,291401
3464,Urban,Incomplete Primary,Female,25,0,78058,291401
3465,Urban,No Education,Female,32,0,78058,291401
3466,Urban,Incomplete Primary,Male,48,3,126146,339489
3467,Urban,Incomplete Secondary,Male,17,0,126146,339489
3468,Urban,Complete Primary,Male,19,0,126146,339489
3469,Urban,Incomplete Secondary,Male,23,0,204511,417854
3470,Urban,Incomplete Primary,Male,25,1,204511,417854
3471,Urban,Higher,Female,18,0,193505,406848
3472,Urban,Incomplete Primary,Female,40,0,257693,471036
3473,Urban,Higher,Female,25,0,257693,471036
3474,Urban,Incomplete Primary,Female,33,2,173668,387011
3475,Urban,Incomplete Secondary,Female,16,0,173668,387011
3476,Urban,Incomplete Secondary,Female,44,1,159815,373158
3477,Urban,Incomplete Secondary,Female,39,0,159815,373158
3478,Urban,Incomplete Secondary,Male,17,0,253590,466933
3479,Urban,No Education,Female,32,2,66664,280007
3480,Urban,No Education,Female,31,0,66664,280007
3481,Urban,Complete Primary,Female,46,3,199699,413042
3482,Urban,Incomplete Secondary,Male,29,3,187815,401158
3483,Urban,Higher,Male,19,0,187815,401158
3484,Urban,Higher,Male,44,1,193820,407163
3485,Urban,Higher,Male,22,0,193820,407163
3486,Urban,Incomplete Primary,Male,17,0,193820,407163
3487,Urban,Incomplete Primary,Male,16,0,193820,407163
3488,Urban,Complete Primary,Male,38,5,185250,398593
3489,Urban,Higher,Male,17,0,185250,398593
3490,Urban,Complete Secondary,Female,41,2,185731,399074
3491,Urban,Higher,Female,21,0,185731,399074
3492,Urban,No Education,Male,45,4,163108,376451
3493,Urban,Incomplete Secondary,Male,25,1,163108,376451
3494,Urban,Higher,Male,23,0,163108,376451
3495,Urban,Higher,Male,22,0,122709,336052
3496,Urban,No Education,Male,30,2,89729,303072
3497,Urban,Complete Secondary,Male,43,0,202044,415387
3498,Urban,Incomplete Primary,Male,25,0,202044,415387
3499,Urban,Higher,Male,28,2,216839,430182
3500,Urban,Higher,Male,23,0,216839,430182
3501,Urban,Incomplete Secondary,Male,20,0,216839,430182
3502,Urban,Incomplete Primary,Female,37,2,229883,443226
3503,Urban,Incomplete Primary,Female,31,1,229883,443226
3504,Urban,Higher,Male,24,0,194976,408319
3505,Urban,Complete Secondary,Female,30,0,196237,409580
3506,Urban,Incomplete Secondary,Female,17,0,196237,409580
3507,Urban,Incomplete Secondary,Female,16,0,196237,409580
3508,Urban,Incomplete Primary,Male,38,5,176143,389486
3509,Urban,Complete Secondary,Male,18,0,176143,389486
3510,Urban,No Education,Male,24,0,176143,389486
3511,Urban,Complete Secondary,Male,35,0,189906,403249
3512,Urban,Incomplete Primary,Male,41,6,194159,407502
3513,Urban,Higher,Male,20,0,194159,407502
3514,Urban,Incomplete Secondary,Male,16,0,194159,407502
3515,Urban,Incomplete Secondary,Female,27,0,89218,302561
3516,Urban,Higher,Female,24,0,89218,302561
3517,Urban,Incomplete Secondary,Female,30,2,210550,423893
3518,Urban,Incomplete Primary,Female,19,0,210550,423893
3519,Urban,Higher,Female,28,0,181047,394390
3520,Urban,Higher,Female,31,1,181047,394390
3521,Urban,Incomplete Secondary,Male,42,3,203206,416549
3522,Urban,Higher,Male,21,0,203206,416549
3523,Urban,Higher,Male,20,0,203206,416549
3524,Urban,Incomplete Primary,Male,22,0,195228,408571
3525,Urban,Higher,Male,43,3,280414,493757
3526,Urban,Incomplete Secondary,Male,31,1,146886,360229
3527,Urban,Incomplete Primary,Female,21,0,112059,325402
3528,Urban,Incomplete Secondary,Male,24,0,202469,415812
3529,Urban,Incomplete Primary,Male,45,4,269276,482619
3530,Urban,Incomplete Secondary,Male,18,0,269276,482619
3531,Urban,Higher,Male,37,2,247794,461137
3532,Urban,Higher,Male,30,0,158155,371498
3533,Urban,Higher,Female,24,0,167632,380975
3534,Rural,No Education,Male,35,8,-141141,72202
3535,Rural,Incomplete Primary,Male,16,0,-138813,74530
3536,Rural,No Education,Male,20,0,-138813,74530
3537,Rural,No Education,Male,38,7,-114238,99105
3538,Rural,No Education,Female,40,7,-118930,94413
3539,Rural,No Education,Male,27,3,-119726,93617
3540,Rural,No Education,Male,30,7,-122560,90783
3541,Rural,No Education,Male,34,7,-132478,80865
3542,Rural,No Education,Male,25,4,-119197,94146
3543,Rural,No Education,Male,28,8,-128032,85311
3544,Rural,No Education,Male,38,4,-136070,77273
3545,Rural,No Education,Female,22,1,-125773,87570
3546,Rural,No Education,Male,29,2,-113612,99731
3547,Rural,Incomplete Primary,Male,16,0,-113612,99731
3548,Rural,No Education,Male,40,5,-138414,74929
3549,Urban,Complete Primary,Male,27,0,161603,374946
3550,Urban,Incomplete Secondary,Male,24,0,161603,374946
3551,Urban,Incomplete Secondary,Male,22,0,161603,374946
3552,Urban,Incomplete Secondary,Male,30,3,269328,482671
3553,Urban,Incomplete Primary,Female,23,0,125147,338490
3554,Urban,Incomplete Primary,Female,24,0,125147,338490
3555,Urban,Incomplete Secondary,Male,38,4,272371,485714
3556,Urban,Incomplete Secondary,Male,25,0,272371,485714
3557,Urban,Incomplete Secondary,Male,17,0,237575,450918
3558,Urban,Complete Secondary,Male,40,2,167068,380411
3559,Urban,Incomplete Secondary,Female,25,2,162756,376099
3560,Urban,Complete Primary,Female,49,1,102930,316273
3561,Urban,Incomplete Primary,Male,17,0,196904,410247
3562,Urban,No Education,Male,35,4,195089,408432
3563,Urban,Incomplete Secondary,Male,24,0,195089,408432
3564,Urban,Higher,Female,24,1,183167,396510
3565,Urban,No Education,Female,31,0,237269,450612
3566,Urban,Incomplete Primary,Female,22,1,140927,354270
3567,Urban,No Education,Female,27,1,101475,314818
3568,Urban,Incomplete Primary,Female,19,0,101475,314818
3569,Urban,Incomplete Secondary,Female,28,1,172995,386338
3570,Urban,Complete Secondary,Male,35,1,228362,441705
3571,Rural,Incomplete Primary,Male,25,1,-60178,153165
3572,Rural,No Education,Male,29,3,-60619,152724
3573,Rural,Incomplete Primary,Male,25,1,-64091,149252
3574,Rural,Incomplete Secondary,Male,24,2,47213,260556
3575,Rural,Incomplete Primary,Male,17,0,-66032,147311
3576,Rural,No Education,Male,24,2,-73814,139529
3577,Rural,Complete Primary,Male,22,1,21488,234831
3578,Rural,No Education,Male,31,0,-41546,171797
3579,Rural,Incomplete Primary,Male,15,0,-82541,130802
3580,Rural,No Education,Male,43,6,-59969,153374
3581,Rural,Incomplete Primary,Male,21,0,-59969,153374
3582,Rural,No Education,Male,41,6,-48730,164613
3583,Rural,Incomplete Primary,Male,25,0,-48730,164613
3584,Rural,No Education,Female,35,4,-54436,158907
3585,Rural,No Education,Male,45,3,-70033,143310
3586,Rural,Incomplete Primary,Male,19,0,-70033,143310
3587,Rural,Incomplete Primary,Female,27,0,-68657,144686
3588,Rural,No Education,Male,46,8,-54012,159331
3589,Rural,No Education,Male,44,5,-66672,146671
3590,Rural,No Education,Male,23,0,-66672,146671
3591,Rural,Incomplete Primary,Male,20,0,-66672,146671
3592,Rural,No Education,Male,18,0,-66672,146671
3593,Rural,Incomplete Primary,Male,16,0,-53146,160197
3594,Rural,No Education,Male,39,5,-39739,173604
3595,Rural,Incomplete Secondary,Male,20,1,17487,230830
3596,Rural,No Education,Male,47,4,-55895,157448
3597,Rural,No Education,Male,42,7,-54825,158518
3598,Rural,Incomplete Secondary,Male,20,0,-54825,158518
3599,Rural,Incomplete Primary,Male,27,2,-46951,166392
3600,Rural,No Education,Male,34,5,3666,217009
3601,Rural,Incomplete Primary,Male,16,0,3666,217009
3602,Urban,Incomplete Secondary,Female,16,0,166401,379744
3603,Urban,Incomplete Primary,Female,49,10,164774,378117
3604,Urban,Complete Secondary,Female,28,0,164774,378117
3605,Urban,Complete Secondary,Female,22,0,164774,378117
3606,Urban,Higher,Female,26,0,199930,413273
3607,Urban,No Education,Male,46,2,145694,359037
3608,Urban,Incomplete Primary,Female,18,0,106129,319472
3609,Urban,Incomplete Primary,Male,17,0,288209,501552
3610,Urban,Higher,Male,24,0,173408,386751
3611,Urban,Higher,Male,17,0,173408,386751
3612,Urban,Higher,Male,21,0,164821,378164
3613,Urban,Complete Primary,Female,34,4,222122,435465
3614,Urban,Incomplete Secondary,Female,15,0,222122,435465
3615,Urban,Higher,Male,31,0,222628,435971
3616,Urban,Higher,Male,25,1,222398,435741
3617,Urban,Higher,Female,22,0,156634,369977
3618,Urban,Complete Secondary,Male,21,0,171381,384724
3619,Urban,Incomplete Primary,Male,15,0,165532,378875
3620,Rural,No Education,Male,28,5,-73718,139625
3621,Rural,No Education,Male,39,8,-12489,200854
3622,Rural,Incomplete Primary,Male,17,0,-12489,200854
3623,Rural,No Education,Female,40,6,-58432,154911
3624,Rural,No Education,Male,25,4,-44785,168558
3625,Rural,No Education,Male,20,0,-68519,144824
3626,Rural,No Education,Female,45,3,-81778,131565
3627,Rural,Incomplete Secondary,Female,16,0,-24247,189096
3628,Rural,No Education,Female,35,6,-49672,163671
3629,Rural,Incomplete Primary,Female,18,0,-43337,170006
3630,Rural,No Education,Male,25,4,-26920,186423
3631,Rural,Incomplete Primary,Female,34,4,-29246,184097
3632,Rural,Incomplete Primary,Male,36,8,-47733,165610
3633,Rural,Incomplete Primary,Male,16,0,-47733,165610
3634,Rural,No Education,Male,42,8,-20629,192714
3635,Rural,Incomplete Primary,Male,18,0,-37546,175797
3636,Rural,Incomplete Primary,Male,16,0,-37546,175797
3637,Rural,No Education,Male,20,1,-62186,151157
3638,Rural,Incomplete Primary,Male,30,4,-64993,148350
3639,Rural,No Education,Male,28,5,-61556,151787
3640,Rural,No Education,Male,25,5,-43603,169740
3641,Rural,No Education,Male,32,5,-54279,159064
3642,Rural,Complete Secondary,Male,24,2,-56111,157232
3643,Rural,No Education,Male,34,2,-39101,174242
3644,Rural,Incomplete Primary,Male,29,4,-71719,141624
3645,Urban,Complete Primary,Female,20,0,138815,352158
3646,Urban,Incomplete Secondary,Female,24,0,108960,322303
3647,Urban,Complete Secondary,Male,36,0,221806,435149
3648,Urban,Complete Secondary,Male,35,0,221806,435149
3649,Urban,Higher,Female,34,0,191253,404596
3650,Urban,Incomplete Secondary,Female,30,1,142869,356212
3651,Urban,Higher,Female,38,3,194066,407409
3652,Urban,Higher,Female,20,0,194066,407409
3653,Urban,Incomplete Primary,Male,23,0,122013,335356
3654,Urban,Incomplete Secondary,Male,46,0,198485,411828
3655,Urban,Incomplete Primary,Female,37,1,39880,253223
3656,Urban,Higher,Female,29,1,161237,374580
3657,Urban,Incomplete Secondary,Male,28,1,196004,409347
3658,Urban,Incomplete Secondary,Female,32,2,158412,371755
3659,Urban,Complete Primary,Female,35,1,137785,351128
3660,Urban,Higher,Female,25,0,137785,351128
3661,Urban,Higher,Female,22,0,137785,351128
3662,Urban,Incomplete Secondary,Male,35,0,130785,344128
3663,Urban,Incomplete Secondary,Male,26,0,130785,344128
3664,Urban,Higher,Female,35,1,168424,381767
3665,Urban,Incomplete Secondary,Male,25,1,161338,374681
3666,Urban,Incomplete Secondary,Male,25,0,161338,374681
3667,Urban,Higher,Female,29,0,227349,440692
3668,Rural,No Education,Male,20,1,-55722,157621
3669,Rural,No Education,Male,30,2,-74569,138774
3670,Rural,No Education,Male,29,4,-78560,134783
3671,Rural,No Education,Male,22,2,-64876,148467
3672,Rural,No Education,Male,19,1,-61350,151993
3673,Rural,No Education,Male,39,6,-65976,147367
3674,Rural,No Education,Male,45,6,-64189,149154
3675,Rural,No Education,Male,41,6,-56942,156401
3676,Rural,No Education,Male,43,4,-68086,145257
3677,Rural,No Education,Male,35,6,-64319,149024
3678,Rural,No Education,Male,25,4,-63914,149429
3679,Rural,No Education,Male,21,1,-63906,149437
3680,Rural,No Education,Male,32,5,-44476,168867
3681,Rural,No Education,Male,15,0,-44476,168867
3682,Rural,No Education,Male,32,0,-74445,138898
3683,Rural,No Education,Male,25,2,-59497,153846
3684,Rural,No Education,Male,46,6,-61978,151365
3685,Rural,No Education,Male,16,0,-59212,154131
3686,Rural,No Education,Male,20,1,-77689,135654
3687,Rural,No Education,Male,29,4,-63238,150105
3688,Rural,Higher,Female,23,0,-89106,124237
3689,Rural,Incomplete Primary,Female,15,0,-89106,124237
3690,Rural,No Education,Male,31,5,-73317,140026
3691,Rural,No Education,Male,36,5,-74176,139167
3692,Urban,Complete Primary,Male,49,4,198876,412219
3693,Urban,Higher,Male,26,0,198876,412219
3694,Urban,Higher,Male,19,0,198876,412219
3695,Urban,Higher,Male,30,0,198876,412219
3696,Urban,Complete Secondary,Female,49,0,206069,419412
3697,Urban,Higher,Female,25,0,152656,365999
3698,Urban,No Education,Male,24,1,169682,383025
3699,Urban,Higher,Male,24,1,151807,365150
3700,Urban,Higher,Male,33,0,286247,499590
3701,Urban,Higher,Male,29,0,286247,499590
3702,Urban,Higher,Male,23,0,286247,499590
3703,Urban,Incomplete Secondary,Male,16,0,229418,442761
3704,Urban,Complete Secondary,Male,21,0,229418,442761
3705,Urban,Complete Secondary,Female,30,0,118409,331752
3706,Urban,Complete Secondary,Female,35,0,187886,401229
3707,Urban,Incomplete Primary,Male,48,4,220021,433364
3708,Urban,Incomplete Secondary,Male,33,2,206297,419640
3709,Urban,Incomplete Secondary,Male,28,1,210248,423591
3710,Urban,Incomplete Primary,Male,19,0,243287,456630
3711,Urban,Incomplete Primary,Male,16,0,243287,456630
3712,Urban,Complete Primary,Female,45,1,190705,404048
3713,Urban,Incomplete Primary,Male,36,1,174740,388083
3714,Urban,Incomplete Primary,Female,39,0,106948,320291
3715,Urban,Incomplete Primary,Female,27,0,106948,320291
3716,Urban,Incomplete Primary,Female,17,0,215508,428851
3717,Urban,Complete Secondary,Female,37,2,171571,384914
3718,Urban,Higher,Female,18,2,171571,384914
